mach,alpha_deg,protuberance,CD_Power_Off,CD_Power_On,CA_Power_Off,CA_Power_On,CN_Total,CP_Total
0.11,0,0.49,0.661,0.636,0.661,0.636,0,93.463
0.11,0,0.61,0.695,0.671,0.695,0.671,0,93.463
0.11,0,0.74,0.73,0.705,0.73,0.705,0,93.463
0.11,0,0.86,0.765,0.74,0.765,0.74,0,93.463
0.11,0,1,0.805,0.78,0.805,0.78,0,93.463
0.12,0,0,0.519,0.494,0.519,0.494,0,93.463
0.12,0,0.12,0.554,0.529,0.554,0.529,0,93.463
0.12,0,0.25,0.588,0.564,0.588,0.564,0,93.463
0.12,0,0.37,0.623,0.598,0.623,0.598,0,93.463
0.12,0,0.49,0.658,0.633,0.658,0.633,0,93.463
0.12,0,0.61,0.692,0.668,0.692,0.668,0,93.463
0.12,0,0.74,0.727,0.702,0.727,0.702,0,93.463
0.12,0,0.86,0.762,0.737,0.762,0.737,0,93.463
0.12,0,1,0.802,0.777,0.802,0.777,0,93.463
0.13,0,0,0.516,0.492,0.516,0.492,0,93.463
0.13,0,0.12,0.551,0.526,0.551,0.526,0,93.463
0.13,0,0.25,0.586,0.561,0.586,0.561,0,93.463
0.13,0,0.37,0.62,0.595,0.62,0.595,0,93.463
0.13,0,0.49,0.655,0.63,0.655,0.63,0,93.463
0.13,0,0.61,0.689,0.665,0.689,0.665,0,93.463
0.13,0,0.74,0.724,0.699,0.724,0.699,0,93.463
0.13,0,0.86,0.759,0.734,0.759,0.734,0,93.463
0.13,0,1,0.799,0.774,0.799,0.774,0,93.463
0.14,0,0,0.514,0.489,0.514,0.489,0,93.463
0.14,0,0.12,0.548,0.524,0.548,0.524,0,93.463
0.14,0,0.25,0.583,0.558,0.583,0.558,0,93.463
0.14,0,0.37,0.618,0.593,0.618,0.593,0,93.463
0.14,0,0.49,0.652,0.628,0.652,0.628,0,93.463
0.14,0,0.61,0.687,0.662,0.687,0.662,0,93.463
0.14,0,0.74,0.721,0.697,0.721,0.697,0,93.463
0.14,0,0.86,0.756,0.731,0.756,0.731,0,93.463
0.14,0,1,0.796,0.772,0.796,0.772,0,93.463
0.15,0,0,0.511,0.486,0.511,0.486,0,93.463
0.15,0,0.12,0.546,0.521,0.546,0.521,0,93.463
0.15,0,0.25,0.58,0.556,0.58,0.556,0,93.463
0.15,0,0.37,0.615,0.59,0.615,0.59,0,93.463
0.15,0,0.49,0.65,0.625,0.65,0.625,0,93.463
0.15,0,0.61,0.684,0.66,0.684,0.66,0,93.463
0.15,0,0.74,0.719,0.694,0.719,0.694,0,93.463
0.15,0,0.86,0.754,0.729,0.754,0.729,0,93.463
0.15,0,1,0.794,0.769,0.794,0.769,0,93.463
0.16,0,0,0.509,0.484,0.509,0.484,0,93.463
0.16,0,0.12,0.543,0.519,0.543,0.519,0,93.463
0.16,0,0.25,0.578,0.553,0.578,0.553,0,93.463
0.16,0,0.37,0.613,0.588,0.613,0.588,0,93.463
0.16,0,0.49,0.647,0.623,0.647,0.623,0,93.463
0.16,0,0.61,0.682,0.657,0.682,0.657,0,93.463
0.16,0,0.74,0.717,0.692,0.717,0.692,0,93.463
0.16,0,0.86,0.751,0.727,0.751,0.727,0,93.463
0.16,0,1,0.791,0.767,0.791,0.767,0,93.463
0.17,0,0,0.507,0.482,0.507,0.482,0,93.463
0.17,0,0.12,0.541,0.517,0.541,0.517,0,93.463
0.17,0,0.25,0.576,0.551,0.576,0.551,0,93.463
0.17,0,0.37,0.61,0.586,0.61,0.586,0,93.463
0.17,0,0.49,0.645,0.62,0.645,0.62,0,93.463
0.17,0,0.61,0.68,0.655,0.68,0.655,0,93.463
0.17,0,0.74,0.714,0.69,0.714,0.69,0,93.463
0.17,0,0.86,0.749,0.724,0.749,0.724,0,93.463
0.17,0,1,0.789,0.765,0.789,0.765,0,93.463
0.18,0,0,0.504,0.48,0.504,0.48,0,93.463
0.18,0,0.12,0.539,0.514,0.539,0.514,0,93.463
0.18,0,0.25,0.574,0.549,0.574,0.549,0,93.463
0.18,0,0.37,0.608,0.584,0.608,0.584,0,93.463
0.18,0,0.49,0.643,0.618,0.643,0.618,0,93.463
0.18,0,0.61,0.678,0.653,0.678,0.653,0,93.463
0.18,0,0.74,0.712,0.688,0.712,0.688,0,93.463
0.18,0,0.86,0.747,0.722,0.747,0.722,0,93.463
0.18,0,1,0.787,0.762,0.787,0.762,0,93.463
0.19,0,0,0.502,0.478,0.502,0.478,0,93.463
0.19,0,0.12,0.537,0.512,0.537,0.512,0,93.463
0.19,0,0.25,0.572,0.547,0.572,0.547,0,93.463
0.19,0,0.37,0.606,0.582,0.606,0.582,0,93.463
0.19,0,0.49,0.641,0.616,0.641,0.616,0,93.463
0.19,0,0.61,0.676,0.651,0.676,0.651,0,93.463
0.19,0,0.74,0.71,0.686,0.71,0.686,0,93.463
0.19,0,0.86,0.745,0.72,0.745,0.72,0,93.463
0.19,0,1,0.785,0.76,0.785,0.76,0,93.463
0.2,0,0,0.501,0.476,0.501,0.476,0,93.463
0.2,0,0.12,0.535,0.511,0.535,0.511,0,93.463
0.2,0,0.25,0.57,0.545,0.57,0.545,0,93.463
0.2,0,0.37,0.604,0.58,0.604,0.58,0,93.463
0.2,0,0.49,0.639,0.614,0.639,0.614,0,93.463
0.2,0,0.61,0.674,0.649,0.674,0.649,0,93.463
0.2,0,0.74,0.708,0.684,0.708,0.684,0,93.463
0.2,0,0.86,0.743,0.718,0.743,0.718,0,93.463
0.2,0,1,0.783,0.759,0.783,0.759,0,93.463
0.21,0,0,0.499,0.474,0.499,0.474,0,93.463
0.21,0,0.12,0.533,0.509,0.533,0.509,0,93.463
0.21,0,0.25,0.568,0.543,0.568,0.543,0,93.463
0.21,0,0.37,0.603,0.578,0.603,0.578,0,93.463
0.21,0,0.49,0.637,0.613,0.637,0.613,0,93.463
0.21,0,0.61,0.672,0.647,0.672,0.647,0,93.463
0.21,0,0.74,0.707,0.682,0.707,0.682,0,93.463
0.21,0,0.86,0.741,0.717,0.741,0.717,0,93.463
0.21,0,1,0.781,0.757,0.781,0.757,0,93.463
0.22,0,0,0.497,0.472,0.497,0.472,0,93.463
0.22,0,0.12,0.532,0.507,0.532,0.507,0,93.463
0.22,0,0.25,0.566,0.542,0.566,0.542,0,93.463
0.22,0,0.37,0.601,0.576,0.601,0.576,0,93.463
0.22,0,0.49,0.636,0.611,0.636,0.611,0,93.463
0.22,0,0.61,0.67,0.646,0.67,0.646,0,93.463
0.22,0,0.74,0.705,0.68,0.705,0.68,0,93.463
0.22,0,0.86,0.74,0.715,0.74,0.715,0,93.463
0.22,0,1,0.78,0.755,0.78,0.755,0,93.463
0.23,0,0,0.495,0.471,0.495,0.471,0,93.463
0.23,0,0.12,0.53,0.505,0.53,0.505,0,93.463
0.23,0,0.25,0.565,0.54,0.565,0.54,0,93.463
0.23,0,0.37,0.599,0.575,0.599,0.575,0,93.463
0.23,0,0.49,0.634,0.609,0.634,0.609,0,93.463
0.23,0,0.61,0.669,0.644,0.669,0.644,0,93.463
0.23,0,0.74,0.703,0.679,0.703,0.679,0,93.463
0.23,0,0.86,0.738,0.713,0.738,0.713,0,93.463
0.23,0,1,0.778,0.753,0.778,0.753,0,93.463
0.24,0,0,0.494,0.469,0.494,0.469,0,93.463
0.24,0,0.12,0.528,0.504,0.528,0.504,0,93.463
0.24,0,0.25,0.563,0.538,0.563,0.538,0,93.463
0.24,0,0.37,0.598,0.573,0.598,0.573,0,93.463
0.24,0,0.49,0.632,0.608,0.632,0.608,0,93.463
0.24,0,0.61,0.667,0.642,0.667,0.642,0,93.463
0.24,0,0.74,0.702,0.677,0.702,0.677,0,93.463
0.24,0,0.86,0.736,0.712,0.736,0.712,0,93.463
0.24,0,1,0.776,0.752,0.776,0.752,0,93.463
0.25,0,0,0.492,0.468,0.492,0.468,0,93.463
0.25,0,0.12,0.527,0.502,0.527,0.502,0,93.463
0.25,0,0.25,0.562,0.537,0.562,0.537,0,93.463
0.25,0,0.37,0.596,0.572,0.596,0.572,0,93.463
0.25,0,0.49,0.631,0.606,0.631,0.606,0,93.463
0.25,0,0.61,0.665,0.641,0.665,0.641,0,93.463
0.25,0,0.74,0.7,0.675,0.7,0.675,0,93.463
0.25,0,0.86,0.735,0.71,0.735,0.71,0,93.463
0.25,0,1,0.775,0.75,0.775,0.75,0,93.463
0.26,0,0,0.491,0.466,0.491,0.466,0,93.463
0.26,0,0.12,0.526,0.501,0.526,0.501,0,93.463
0.26,0,0.25,0.56,0.536,0.56,0.536,0,93.463
0.26,0,0.37,0.595,0.57,0.595,0.57,0,93.463
0.26,0,0.49,0.63,0.605,0.63,0.605,0,93.463
0.26,0,0.61,0.664,0.64,0.664,0.64,0,93.463
0.26,0,0.74,0.699,0.674,0.699,0.674,0,93.463
0.26,0,0.86,0.734,0.709,0.734,0.709,0,93.463
0.26,0,1,0.774,0.749,0.774,0.749,0,93.463
0.27,0,0,0.49,0.465,0.49,0.465,0,93.463
0.27,0,0.12,0.524,0.5,0.524,0.5,0,93.463
0.27,0,0.25,0.559,0.534,0.559,0.534,0,93.463
0.27,0,0.37,0.594,0.569,0.594,0.569,0,93.463
0.27,0,0.49,0.628,0.604,0.628,0.604,0,93.463
0.27,0,0.61,0.663,0.638,0.663,0.638,0,93.463
0.27,0,0.74,0.698,0.673,0.698,0.673,0,93.463
0.27,0,0.86,0.732,0.708,0.732,0.708,0,93.463
0.27,0,1,0.773,0.748,0.773,0.748,0,93.463
0.28,0,0,0.489,0.464,0.489,0.464,0,93.463
0.28,0,0.12,0.523,0.499,0.523,0.499,0,93.463
0.28,0,0.25,0.558,0.533,0.558,0.533,0,93.463
0.28,0,0.37,0.593,0.568,0.593,0.568,0,93.463
0.28,0,0.49,0.627,0.603,0.627,0.603,0,93.463
0.28,0,0.61,0.662,0.637,0.662,0.637,0,93.463
0.28,0,0.74,0.697,0.672,0.697,0.672,0,93.463
0.28,0,0.86,0.731,0.707,0.731,0.707,0,93.463
0.28,0,1,0.771,0.747,0.771,0.747,0,93.463
0.29,0,0,0.488,0.463,0.488,0.463,0,93.463
0.29,0,0.12,0.522,0.498,0.522,0.498,0,93.463
0.29,0,0.25,0.557,0.532,0.557,0.532,0,93.463
0.29,0,0.37,0.592,0.567,0.592,0.567,0,93.463
0.29,0,0.49,0.626,0.601,0.626,0.601,0,93.463
0.29,0,0.61,0.661,0.636,0.661,0.636,0,93.463
0.29,0,0.74,0.695,0.671,0.695,0.671,0,93.463
0.29,0,0.86,0.73,0.705,0.73,0.705,0,93.463
0.29,0,1,0.77,0.746,0.77,0.746,0,93.463
0.3,0,0,0.487,0.462,0.487,0.462,0,93.463
0.3,0,0.12,0.521,0.496,0.521,0.496,0,93.463
0.3,0,0.25,0.556,0.531,0.556,0.531,0,93.463
0.3,0,0.37,0.59,0.566,0.59,0.566,0,93.463
0.3,0,0.49,0.625,0.6,0.625,0.6,0,93.463
0.3,0,0.61,0.66,0.635,0.66,0.635,0,93.463
0.3,0,0.74,0.694,0.67,0.694,0.67,0,93.463
0.3,0,0.86,0.729,0.704,0.729,0.704,0,93.463
0.3,0,1,0.769,0.745,0.769,0.745,0,93.463
0.31,0,0,0.486,0.461,0.486,0.461,0,93.463
0.31,0,0.12,0.52,0.495,0.52,0.495,0,93.463
0.31,0,0.25,0.555,0.53,0.555,0.53,0,93.463
0.31,0,0.37,0.589,0.565,0.589,0.565,0,93.463
0.31,0,0.49,0.624,0.599,0.624,0.599,0,93.463
0.31,0,0.61,0.659,0.634,0.659,0.634,0,93.463
0.31,0,0.74,0.693,0.669,0.693,0.669,0,93.463
0.31,0,0.86,0.728,0.703,0.728,0.703,0,93.463
0.31,0,1,0.768,0.744,0.768,0.744,0,93.463
0.32,0,0,0.485,0.46,0.485,0.46,0,93.463
0.32,0,0.12,0.519,0.495,0.519,0.495,0,93.463
0.32,0,0.25,0.554,0.529,0.554,0.529,0,93.463
0.32,0,0.37,0.588,0.564,0.588,0.564,0,93.463
0.32,0,0.49,0.623,0.598,0.623,0.598,0,93.463
0.32,0,0.61,0.658,0.633,0.658,0.633,0,93.463
0.32,0,0.74,0.692,0.668,0.692,0.668,0,93.463
0.32,0,0.86,0.727,0.702,0.727,0.702,0,93.463
0.32,0,1,0.767,0.743,0.767,0.743,0,93.463
0.33,0,0,0.484,0.459,0.484,0.459,0,93.463
0.33,0,0.12,0.518,0.494,0.518,0.494,0,93.463
0.33,0,0.25,0.553,0.528,0.553,0.528,0,93.463
0.33,0,0.37,0.588,0.563,0.588,0.563,0,93.463
0.33,0,0.49,0.622,0.598,0.622,0.598,0,93.463
0.33,0,0.61,0.657,0.632,0.657,0.632,0,93.463
0.33,0,0.74,0.692,0.667,0.692,0.667,0,93.463
0.33,0,0.86,0.726,0.701,0.726,0.701,0,93.463
0.33,0,1,0.766,0.742,0.766,0.742,0,93.463
0.34,0,0,0.483,0.458,0.483,0.458,0,93.463
0.34,0,0.12,0.517,0.493,0.517,0.493,0,93.463
0.34,0,0.25,0.552,0.527,0.552,0.527,0,93.463
0.34,0,0.37,0.587,0.562,0.587,0.562,0,93.463
0.34,0,0.49,0.621,0.597,0.621,0.597,0,93.463
0.34,0,0.61,0.656,0.631,0.656,0.631,0,93.463
0.34,0,0.74,0.691,0.666,0.691,0.666,0,93.463
0.34,0,0.86,0.725,0.701,0.725,0.701,0,93.463
0.34,0,1,0.765,0.741,0.765,0.741,0,93.463
0.35,0,0,0.482,0.457,0.482,0.457,0,93.463
0.35,0,0.12,0.517,0.492,0.517,0.492,0,93.463
0.35,0,0.25,0.551,0.526,0.551,0.526,0,93.463
0.35,0,0.37,0.586,0.561,0.586,0.561,0,93.463
0.35,0,0.49,0.62,0.596,0.62,0.596,0,93.463
0.35,0,0.61,0.655,0.63,0.655,0.63,0,93.463
0.35,0,0.74,0.69,0.665,0.69,0.665,0,93.463
0.35,0,0.86,0.724,0.7,0.724,0.7,0,93.463
0.35,0,1,0.765,0.74,0.765,0.74,0,93.463
0.36,0,0,0.481,0.456,0.481,0.456,0,93.463
0.36,0,0.12,0.516,0.491,0.516,0.491,0,93.463
0.36,0,0.25,0.55,0.526,0.55,0.526,0,93.463
0.36,0,0.37,0.585,0.56,0.585,0.56,0,93.463
0.36,0,0.49,0.62,0.595,0.62,0.595,0,93.463
0.36,0,0.61,0.654,0.63,0.654,0.63,0,93.463
0.36,0,0.74,0.689,0.664,0.689,0.664,0,93.463
0.36,0,0.86,0.724,0.699,0.724,0.699,0,93.463
0.36,0,1,0.764,0.739,0.764,0.739,0,93.463
0.37,0,0,0.48,0.456,0.48,0.456,0,93.463
0.37,0,0.12,0.515,0.49,0.515,0.49,0,93.463
0.37,0,0.25,0.55,0.525,0.55,0.525,0,93.463
0.37,0,0.37,0.584,0.56,0.584,0.56,0,93.463
0.37,0,0.49,0.619,0.594,0.619,0.594,0,93.463
0.37,0,0.61,0.653,0.629,0.653,0.629,0,93.463
0.37,0,0.74,0.688,0.663,0.688,0.663,0,93.463
0.37,0,0.86,0.723,0.698,0.723,0.698,0,93.463
0.37,0,1,0.763,0.738,0.763,0.738,0,93.463
0.38,0,0,0.479,0.455,0.479,0.455,0,93.463
0.38,0,0.12,0.514,0.489,0.514,0.489,0,93.463
0.38,0,0.25,0.549,0.524,0.549,0.524,0,93.463
0.38,0,0.37,0.583,0.559,0.583,0.559,0,93.463
0.38,0,0.49,0.618,0.593,0.618,0.593,0,93.463
0.38,0,0.61,0.653,0.628,0.653,0.628,0,93.463
0.38,0,0.74,0.687,0.663,0.687,0.663,0,93.463
0.38,0,0.86,0.722,0.697,0.722,0.697,0,93.463
0.38,0,1,0.762,0.738,0.762,0.738,0,93.463
0.39,0,0,0.479,0.454,0.479,0.454,0,93.463
0.39,0,0.12,0.513,0.489,0.513,0.489,0,93.463
0.39,0,0.25,0.548,0.523,0.548,0.523,0,93.463
0.39,0,0.37,0.583,0.558,0.583,0.558,0,93.463
0.39,0,0.49,0.617,0.593,0.617,0.593,0,93.463
0.39,0,0.61,0.652,0.627,0.652,0.627,0,93.463
0.39,0,0.74,0.687,0.662,0.687,0.662,0,93.463
0.39,0,0.86,0.721,0.697,0.721,0.697,0,93.463
0.39,0,1,0.761,0.737,0.761,0.737,0,93.463
0.4,0,0,0.478,0.453,0.478,0.453,0,93.463
0.4,0,0.12,0.513,0.488,0.513,0.488,0,93.463
0.4,0,0.25,0.547,0.523,0.547,0.523,0,93.463
0.4,0,0.37,0.582,0.557,0.582,0.557,0,93.463
0.4,0,0.49,0.617,0.592,0.617,0.592,0,93.463
0.4,0,0.61,0.651,0.627,0.651,0.627,0,93.463
0.4,0,0.74,0.686,0.661,0.686,0.661,0,93.463
0.4,0,0.86,0.721,0.696,0.721,0.696,0,93.463
0.4,0,1,0.761,0.736,0.761,0.736,0,93.463
0.41,0,0,0.477,0.453,0.477,0.453,0,93.463
0.41,0,0.12,0.512,0.487,0.512,0.487,0,93.463
0.41,0,0.25,0.547,0.522,0.547,0.522,0,93.463
0.41,0,0.37,0.581,0.557,0.581,0.557,0,93.463
0.41,0,0.49,0.616,0.591,0.616,0.591,0,93.463
0.41,0,0.61,0.651,0.626,0.651,0.626,0,93.463
0.41,0,0.74,0.685,0.661,0.685,0.661,0,93.463
0.41,0,0.86,0.72,0.695,0.72,0.695,0,93.463
0.41,0,1,0.76,0.735,0.76,0.735,0,93.463
0.42,0,0,0.477,0.452,0.477,0.452,0,93.463
0.42,0,0.12,0.511,0.487,0.511,0.487,0,93.463
0.42,0,0.25,0.546,0.521,0.546,0.521,0,93.463
0.42,0,0.37,0.581,0.556,0.581,0.556,0,93.463
0.42,0,0.49,0.615,0.591,0.615,0.591,0,93.463
0.42,0,0.61,0.65,0.625,0.65,0.625,0,93.463
0.42,0,0.74,0.685,0.66,0.685,0.66,0,93.463
0.42,0,0.86,0.719,0.695,0.719,0.695,0,93.463
0.42,0,1,0.759,0.735,0.759,0.735,0,93.463
0.43,0,0,0.476,0.451,0.476,0.451,0,93.463
0.43,0,0.12,0.511,0.486,0.511,0.486,0,93.463
0.43,0,0.25,0.545,0.521,0.545,0.521,0,93.463
0.43,0,0.37,0.58,0.555,0.58,0.555,0,93.463
0.43,0,0.49,0.615,0.59,0.615,0.59,0,93.463
0.43,0,0.61,0.649,0.625,0.649,0.625,0,93.463
0.43,0,0.74,0.684,0.659,0.684,0.659,0,93.463
0.43,0,0.86,0.719,0.694,0.719,0.694,0,93.463
0.43,0,1,0.759,0.734,0.759,0.734,0,93.463
0.44,0,0,0.475,0.451,0.475,0.451,0,93.463
0.44,0,0.12,0.51,0.485,0.51,0.485,0,93.463
0.44,0,0.25,0.545,0.52,0.545,0.52,0,93.463
0.44,0,0.37,0.579,0.555,0.579,0.555,0,93.463
0.44,0,0.49,0.614,0.589,0.614,0.589,0,93.463
0.44,0,0.61,0.649,0.624,0.649,0.624,0,93.463
0.44,0,0.74,0.683,0.659,0.683,0.659,0,93.463
0.44,0,0.86,0.718,0.693,0.718,0.693,0,93.463
0.44,0,1,0.758,0.733,0.758,0.733,0,93.463
0.45,0,0,0.475,0.45,0.475,0.45,0,93.463
0.45,0,0.12,0.509,0.485,0.509,0.485,0,93.463
0.45,0,0.25,0.544,0.519,0.544,0.519,0,93.463
0.45,0,0.37,0.579,0.554,0.579,0.554,0,93.463
0.45,0,0.49,0.613,0.589,0.613,0.589,0,93.463
0.45,0,0.61,0.648,0.623,0.648,0.623,0,93.463
0.45,0,0.74,0.683,0.658,0.683,0.658,0,93.463
0.45,0,0.86,0.717,0.693,0.717,0.693,0,93.463
0.45,0,1,0.758,0.733,0.758,0.733,0,93.463
0.46,0,0,0.474,0.45,0.474,0.45,0,93.463
0.46,0,0.12,0.509,0.484,0.509,0.484,0,93.463
0.46,0,0.25,0.544,0.519,0.544,0.519,0,93.463
0.46,0,0.37,0.578,0.554,0.578,0.554,0,93.463
0.46,0,0.49,0.613,0.588,0.613,0.588,0,93.463
0.46,0,0.61,0.647,0.623,0.647,0.623,0,93.463
0.46,0,0.74,0.682,0.657,0.682,0.657,0,93.463
0.46,0,0.86,0.717,0.692,0.717,0.692,0,93.463
0.46,0,1,0.757,0.732,0.757,0.732,0,93.463
0.47,0,0,0.474,0.449,0.474,0.449,0,93.463
0.47,0,0.12,0.508,0.484,0.508,0.484,0,93.463
0.47,0,0.25,0.543,0.518,0.543,0.518,0,93.463
0.47,0,0.37,0.578,0.553,0.578,0.553,0,93.463
0.47,0,0.49,0.612,0.588,0.612,0.588,0,93.463
0.47,0,0.61,0.647,0.622,0.647,0.622,0,93.463
0.47,0,0.74,0.682,0.657,0.682,0.657,0,93.463
0.47,0,0.86,0.716,0.692,0.716,0.692,0,93.463
0.47,0,1,0.756,0.732,0.756,0.732,0,93.463
0.48,0,0,0.473,0.448,0.473,0.448,0,93.463
0.48,0,0.12,0.508,0.483,0.508,0.483,0,93.463
0.48,0,0.25,0.542,0.518,0.542,0.518,0,93.463
0.48,0,0.37,0.577,0.552,0.577,0.552,0,93.463
0.48,0,0.49,0.612,0.587,0.612,0.587,0,93.463
0.48,0,0.61,0.646,0.622,0.646,0.622,0,93.463
0.48,0,0.74,0.681,0.656,0.681,0.656,0,93.463
0.48,0,0.86,0.716,0.691,0.716,0.691,0,93.463
0.48,0,1,0.756,0.731,0.756,0.731,0,93.463
0.49,0,0,0.473,0.448,0.473,0.448,0,93.463
0.49,0,0.12,0.507,0.483,0.507,0.483,0,93.463
0.49,0,0.25,0.542,0.517,0.542,0.517,0,93.463
0.49,0,0.37,0.577,0.552,0.577,0.552,0,93.463
0.49,0,0.49,0.611,0.587,0.611,0.587,0,93.463
0.49,0,0.61,0.646,0.621,0.646,0.621,0,93.463
0.49,0,0.74,0.681,0.656,0.681,0.656,0,93.463
