mach,alpha_deg,protuberance,cd_power_off,CD_Power_On,CA_Power_Off,CA_Power_On,CN_Total,CP_Total
14.27,0,0.37,0.299,0.296,0.299,0.296,0,56.678
14.27,0,0.49,0.359,0.356,0.359,0.356,0,56.678
14.27,0,0.61,0.419,0.416,0.419,0.416,0,56.678
14.27,0,0.74,0.479,0.476,0.479,0.476,0,56.678
14.27,0,0.86,0.539,0.536,0.539,0.536,0,56.678
14.27,0,1,0.608,0.605,0.608,0.605,0,56.678
14.28,0,0,0.119,0.116,0.119,0.116,0,56.671
14.28,0,0.12,0.179,0.176,0.179,0.176,0,56.671
14.28,0,0.25,0.239,0.236,0.239,0.236,0,56.671
14.28,0,0.37,0.299,0.296,0.299,0.296,0,56.671
14.28,0,0.49,0.359,0.356,0.359,0.356,0,56.671
14.28,0,0.61,0.419,0.416,0.419,0.416,0,56.671
14.28,0,0.74,0.479,0.476,0.479,0.476,0,56.671
14.28,0,0.86,0.539,0.536,0.539,0.536,0,56.671
14.28,0,1,0.608,0.605,0.608,0.605,0,56.671
14.29,0,0,0.119,0.116,0.119,0.116,0,56.664
14.29,0,0.12,0.179,0.176,0.179,0.176,0,56.664
14.29,0,0.25,0.239,0.236,0.239,0.236,0,56.664
14.29,0,0.37,0.299,0.296,0.299,0.296,0,56.664
14.29,0,0.49,0.359,0.356,0.359,0.356,0,56.664
14.29,0,0.61,0.419,0.416,0.419,0.416,0,56.664
14.29,0,0.74,0.479,0.476,0.479,0.476,0,56.664
14.29,0,0.86,0.539,0.536,0.539,0.536,0,56.664
14.29,0,1,0.608,0.605,0.608,0.605,0,56.664
14.3,0,0,0.119,0.116,0.119,0.116,0,56.657
14.3,0,0.12,0.179,0.176,0.179,0.176,0,56.657
14.3,0,0.25,0.239,0.236,0.239,0.236,0,56.657
14.3,0,0.37,0.299,0.296,0.299,0.296,0,56.657
14.3,0,0.49,0.359,0.356,0.359,0.356,0,56.657
14.3,0,0.61,0.419,0.416,0.419,0.416,0,56.657
14.3,0,0.74,0.479,0.476,0.479,0.476,0,56.657
14.3,0,0.86,0.539,0.536,0.539,0.536,0,56.657
14.3,0,1,0.608,0.605,0.608,0.605,0,56.657
14.31,0,0,0.119,0.116,0.119,0.116,0,56.649
14.31,0,0.12,0.179,0.176,0.179,0.176,0,56.649
14.31,0,0.25,0.239,0.236,0.239,0.236,0,56.649
14.31,0,0.37,0.299,0.296,0.299,0.296,0,56.649
14.31,0,0.49,0.359,0.356,0.359,0.356,0,56.649
14.31,0,0.61,0.419,0.416,0.419,0.416,0,56.649
14.31,0,0.74,0.479,0.476,0.479,0.476,0,56.649
14.31,0,0.86,0.539,0.536,0.539,0.536,0,56.649
14.31,0,1,0.608,0.605,0.608,0.605,0,56.649
14.32,0,0,0.119,0.116,0.119,0.116,0,56.642
14.32,0,0.12,0.179,0.176,0.179,0.176,0,56.642
14.32,0,0.25,0.239,0.236,0.239,0.236,0,56.642
14.32,0,0.37,0.299,0.296,0.299,0.296,0,56.642
14.32,0,0.49,0.359,0.356,0.359,0.356,0,56.642
14.32,0,0.61,0.419,0.416,0.419,0.416,0,56.642
14.32,0,0.74,0.479,0.476,0.479,0.476,0,56.642
14.32,0,0.86,0.539,0.536,0.539,0.536,0,56.642
14.32,0,1,0.608,0.605,0.608,0.605,0,56.642
14.33,0,0,0.119,0.116,0.119,0.116,0,56.635
14.33,0,0.12,0.179,0.176,0.179,0.176,0,56.635
14.33,0,0.25,0.239,0.236,0.239,0.236,0,56.635
14.33,0,0.37,0.299,0.296,0.299,0.296,0,56.635
14.33,0,0.49,0.359,0.356,0.359,0.356,0,56.635
14.33,0,0.61,0.419,0.416,0.419,0.416,0,56.635
14.33,0,0.74,0.479,0.476,0.479,0.476,0,56.635
14.33,0,0.86,0.539,0.536,0.539,0.536,0,56.635
14.33,0,1,0.608,0.605,0.608,0.605,0,56.635
14.34,0,0,0.119,0.116,0.119,0.116,0,56.628
14.34,0,0.12,0.179,0.176,0.179,0.176,0,56.628
14.34,0,0.25,0.239,0.236,0.239,0.236,0,56.628
14.34,0,0.37,0.299,0.296,0.299,0.296,0,56.628
14.34,0,0.49,0.359,0.356,0.359,0.356,0,56.628
14.34,0,0.61,0.419,0.416,0.419,0.416,0,56.628
14.34,0,0.74,0.479,0.476,0.479,0.476,0,56.628
14.34,0,0.86,0.539,0.536,0.539,0.536,0,56.628
14.34,0,1,0.608,0.605,0.608,0.605,0,56.628
14.35,0,0,0.119,0.116,0.119,0.116,0,56.621
14.35,0,0.12,0.179,0.176,0.179,0.176,0,56.621
14.35,0,0.25,0.239,0.236,0.239,0.236,0,56.621
14.35,0,0.37,0.299,0.296,0.299,0.296,0,56.621
14.35,0,0.49,0.359,0.356,0.359,0.356,0,56.621
14.35,0,0.61,0.419,0.416,0.419,0.416,0,56.621
14.35,0,0.74,0.479,0.476,0.479,0.476,0,56.621
14.35,0,0.86,0.539,0.536,0.539,0.536,0,56.621
14.35,0,1,0.608,0.605,0.608,0.605,0,56.621
14.36,0,0,0.119,0.116,0.119,0.116,0,56.614
14.36,0,0.12,0.179,0.176,0.179,0.176,0,56.614
14.36,0,0.25,0.239,0.236,0.239,0.236,0,56.614
14.36,0,0.37,0.299,0.296,0.299,0.296,0,56.614
14.36,0,0.49,0.359,0.356,0.359,0.356,0,56.614
14.36,0,0.61,0.419,0.416,0.419,0.416,0,56.614
14.36,0,0.74,0.479,0.476,0.479,0.476,0,56.614
14.36,0,0.86,0.538,0.536,0.538,0.536,0,56.614
14.36,0,1,0.608,0.605,0.608,0.605,0,56.614
14.37,0,0,0.119,0.116,0.119,0.116,0,56.607
14.37,0,0.12,0.179,0.176,0.179,0.176,0,56.607
14.37,0,0.25,0.239,0.236,0.239,0.236,0,56.607
14.37,0,0.37,0.299,0.296,0.299,0.296,0,56.607
14.37,0,0.49,0.359,0.356,0.359,0.356,0,56.607
14.37,0,0.61,0.419,0.416,0.419,0.416,0,56.607
14.37,0,0.74,0.478,0.476,0.478,0.476,0,56.607
14.37,0,0.86,0.538,0.536,0.538,0.536,0,56.607
14.37,0,1,0.608,0.605,0.608,0.605,0,56.607
14.38,0,0,0.119,0.116,0.119,0.116,0,56.6
14.38,0,0.12,0.179,0.176,0.179,0.176,0,56.6
14.38,0,0.25,0.239,0.236,0.239,0.236,0,56.6
14.38,0,0.37,0.299,0.296,0.299,0.296,0,56.6
14.38,0,0.49,0.358,0.356,0.358,0.356,0,56.6
14.38,0,0.61,0.418,0.416,0.418,0.416,0,56.6
14.38,0,0.74,0.478,0.476,0.478,0.476,0,56.6
14.38,0,0.86,0.538,0.536,0.538,0.536,0,56.6
14.38,0,1,0.608,0.605,0.608,0.605,0,56.6
14.39,0,0,0.119,0.116,0.119,0.116,0,56.592
14.39,0,0.12,0.179,0.176,0.179,0.176,0,56.592
14.39,0,0.25,0.239,0.236,0.239,0.236,0,56.592
14.39,0,0.37,0.298,0.296,0.298,0.296,0,56.592
14.39,0,0.49,0.358,0.356,0.358,0.356,0,56.592
14.39,0,0.61,0.418,0.416,0.418,0.416,0,56.592
14.39,0,0.74,0.478,0.476,0.478,0.476,0,56.592
14.39,0,0.86,0.538,0.536,0.538,0.536,0,56.592
14.39,0,1,0.608,0.605,0.608,0.605,0,56.592
14.4,0,0,0.119,0.116,0.119,0.116,0,56.585
14.4,0,0.12,0.179,0.176,0.179,0.176,0,56.585
14.4,0,0.25,0.238,0.236,0.238,0.236,0,56.585
14.4,0,0.37,0.298,0.296,0.298,0.296,0,56.585
14.4,0,0.49,0.358,0.356,0.358,0.356,0,56.585
14.4,0,0.61,0.418,0.416,0.418,0.416,0,56.585
14.4,0,0.74,0.478,0.476,0.478,0.476,0,56.585
14.4,0,0.86,0.538,0.536,0.538,0.536,0,56.585
14.4,0,1,0.608,0.605,0.608,0.605,0,56.585
14.41,0,0,0.119,0.116,0.119,0.116,0,56.578
14.41,0,0.12,0.178,0.176,0.178,0.176,0,56.578
14.41,0,0.25,0.238,0.236,0.238,0.236,0,56.578
14.41,0,0.37,0.298,0.296,0.298,0.296,0,56.578
14.41,0,0.49,0.358,0.356,0.358,0.356,0,56.578
14.41,0,0.61,0.418,0.416,0.418,0.416,0,56.578
14.41,0,0.74,0.478,0.476,0.478,0.476,0,56.578
14.41,0,0.86,0.538,0.536,0.538,0.536,0,56.578
14.41,0,1,0.608,0.605,0.608,0.605,0,56.578
14.42,0,0,0.118,0.116,0.118,0.116,0,56.571
14.42,0,0.12,0.178,0.176,0.178,0.176,0,56.571
14.42,0,0.25,0.238,0.236,0.238,0.236,0,56.571
14.42,0,0.37,0.298,0.296,0.298,0.296,0,56.571
14.42,0,0.49,0.358,0.356,0.358,0.356,0,56.571
14.42,0,0.61,0.418,0.416,0.418,0.416,0,56.571
14.42,0,0.74,0.478,0.476,0.478,0.476,0,56.571
14.42,0,0.86,0.538,0.536,0.538,0.536,0,56.571
14.42,0,1,0.608,0.605,0.608,0.605,0,56.571
14.43,0,0,0.118,0.116,0.118,0.116,0,56.564
14.43,0,0.12,0.178,0.176,0.178,0.176,0,56.564
14.43,0,0.25,0.238,0.236,0.238,0.236,0,56.564
14.43,0,0.37,0.298,0.296,0.298,0.296,0,56.564
14.43,0,0.49,0.358,0.356,0.358,0.356,0,56.564
14.43,0,0.61,0.418,0.416,0.418,0.416,0,56.564
14.43,0,0.74,0.478,0.476,0.478,0.476,0,56.564
14.43,0,0.86,0.538,0.536,0.538,0.536,0,56.564
14.43,0,1,0.608,0.605,0.608,0.605,0,56.564
14.44,0,0,0.118,0.116,0.118,0.116,0,56.557
14.44,0,0.12,0.178,0.176,0.178,0.176,0,56.557
14.44,0,0.25,0.238,0.236,0.238,0.236,0,56.557
14.44,0,0.37,0.298,0.296,0.298,0.296,0,56.557
14.44,0,0.49,0.358,0.356,0.358,0.356,0,56.557
14.44,0,0.61,0.418,0.416,0.418,0.416,0,56.557
14.44,0,0.74,0.478,0.476,0.478,0.476,0,56.557
14.44,0,0.86,0.538,0.536,0.538,0.536,0,56.557
14.44,0,1,0.608,0.605,0.608,0.605,0,56.557
14.45,0,0,0.118,0.116,0.118,0.116,0,56.55
14.45,0,0.12,0.178,0.176,0.178,0.176,0,56.55
14.45,0,0.25,0.238,0.236,0.238,0.236,0,56.55
14.45,0,0.37,0.298,0.296,0.298,0.296,0,56.55
14.45,0,0.49,0.358,0.356,0.358,0.356,0,56.55
14.45,0,0.61,0.418,0.416,0.418,0.416,0,56.55
14.45,0,0.74,0.478,0.476,0.478,0.476,0,56.55
14.45,0,0.86,0.538,0.536,0.538,0.536,0,56.55
14.45,0,1,0.608,0.605,0.608,0.605,0,56.55
14.46,0,0,0.118,0.116,0.118,0.116,0,56.543
14.46,0,0.12,0.178,0.176,0.178,0.176,0,56.543
14.46,0,0.25,0.238,0.236,0.238,0.236,0,56.543
14.46,0,0.37,0.298,0.296,0.298,0.296,0,56.543
14.46,0,0.49,0.358,0.356,0.358,0.356,0,56.543
14.46,0,0.61,0.418,0.416,0.418,0.416,0,56.543
14.46,0,0.74,0.478,0.476,0.478,0.476,0,56.543
14.46,0,0.86,0.538,0.536,0.538,0.536,0,56.543
14.46,0,1,0.608,0.605,0.608,0.605,0,56.543
14.47,0,0,0.118,0.116,0.118,0.116,0,56.536
14.47,0,0.12,0.178,0.176,0.178,0.176,0,56.536
14.47,0,0.25,0.238,0.236,0.238,0.236,0,56.536
14.47,0,0.37,0.298,0.296,0.298,0.296,0,56.536
14.47,0,0.49,0.358,0.356,0.358,0.356,0,56.536
14.47,0,0.61,0.418,0.416,0.418,0.416,0,56.536
14.47,0,0.74,0.478,0.476,0.478,0.476,0,56.536
14.47,0,0.86,0.538,0.536,0.538,0.536,0,56.536
14.47,0,1,0.608,0.605,0.608,0.605,0,56.536
14.48,0,0,0.118,0.116,0.118,0.116,0,56.529
14.48,0,0.12,0.178,0.176,0.178,0.176,0,56.529
14.48,0,0.25,0.238,0.236,0.238,0.236,0,56.529
14.48,0,0.37,0.298,0.296,0.298,0.296,0,56.529
14.48,0,0.49,0.358,0.356,0.358,0.356,0,56.529
14.48,0,0.61,0.418,0.416,0.418,0.416,0,56.529
14.48,0,0.74,0.478,0.476,0.478,0.476,0,56.529
14.48,0,0.86,0.538,0.536,0.538,0.536,0,56.529
14.48,0,1,0.608,0.605,0.608,0.605,0,56.529
14.49,0,0,0.118,0.116,0.118,0.116,0,56.522
14.49,0,0.12,0.178,0.176,0.178,0.176,0,56.522
14.49,0,0.25,0.238,0.236,0.238,0.236,0,56.522
14.49,0,0.37,0.298,0.296,0.298,0.296,0,56.522
14.49,0,0.49,0.358,0.356,0.358,0.356,0,56.522
14.49,0,0.61,0.418,0.416,0.418,0.416,0,56.522
14.49,0,0.74,0.478,0.476,0.478,0.476,0,56.522
14.49,0,0.86,0.538,0.536,0.538,0.536,0,56.522
14.49,0,1,0.608,0.605,0.608,0.605,0,56.522
14.5,0,0,0.118,0.116,0.118,0.116,0,56.515
14.5,0,0.12,0.178,0.176,0.178,0.176,0,56.515
14.5,0,0.25,0.238,0.236,0.238,0.236,0,56.515
14.5,0,0.37,0.298,0.296,0.298,0.296,0,56.515
14.5,0,0.49,0.358,0.356,0.358,0.356,0,56.515
14.5,0,0.61,0.418,0.416,0.418,0.416,0,56.515
14.5,0,0.74,0.478,0.476,0.478,0.476,0,56.515
14.5,0,0.86,0.538,0.536,0.538,0.536,0,56.515
14.5,0,1,0.608,0.605,0.608,0.605,0,56.515
14.51,0,0,0.118,0.116,0.118,0.116,0,56.508
14.51,0,0.12,0.178,0.176,0.178,0.176,0,56.508
14.51,0,0.25,0.238,0.236,0.238,0.236,0,56.508
14.51,0,0.37,0.298,0.296,0.298,0.296,0,56.508
14.51,0,0.49,0.358,0.356,0.358,0.356,0,56.508
14.51,0,0.61,0.418,0.416,0.418,0.416,0,56.508
14.51,0,0.74,0.478,0.476,0.478,0.476,0,56.508
14.51,0,0.86,0.538,0.536,0.538,0.536,0,56.508
14.51,0,1,0.608,0.605,0.608,0.605,0,56.508
14.52,0,0,0.118,0.116,0.118,0.116,0,56.501
14.52,0,0.12,0.178,0.176,0.178,0.176,0,56.501
14.52,0,0.25,0.238,0.236,0.238,0.236,0,56.501
14.52,0,0.37,0.298,0.296,0.298,0.296,0,56.501
14.52,0,0.49,0.358,0.356,0.358,0.356,0,56.501
14.52,0,0.61,0.418,0.416,0.418,0.416,0,56.501
14.52,0,0.74,0.478,0.476,0.478,0.476,0,56.501
14.52,0,0.86,0.538,0.536,0.538,0.536,0,56.501
14.52,0,1,0.608,0.605,0.608,0.605,0,56.501
14.53,0,0,0.118,0.116,0.118,0.116,0,56.494
14.53,0,0.12,0.178,0.176,0.178,0.176,0,56.494
14.53,0,0.25,0.238,0.236,0.238,0.236,0,56.494
14.53,0,0.37,0.298,0.296,0.298,0.296,0,56.494
14.53,0,0.49,0.358,0.356,0.358,0.356,0,56.494
14.53,0,0.61,0.418,0.416,0.418,0.416,0,56.494
14.53,0,0.74,0.478,0.476,0.478,0.476,0,56.494
14.53,0,0.86,0.538,0.536,0.538,0.536,0,56.494
14.53,0,1,0.608,0.605,0.608,0.605,0,56.494
14.54,0,0,0.118,0.116,0.118,0.116,0,56.487
14.54,0,0.12,0.178,0.176,0.178,0.176,0,56.487
14.54,0,0.25,0.238,0.236,0.238,0.236,0,56.487
14.54,0,0.37,0.298,0.296,0.298,0.296,0,56.487
14.54,0,0.49,0.358,0.356,0.358,0.356,0,56.487
14.54,0,0.61,0.418,0.416,0.418,0.416,0,56.487
14.54,0,0.74,0.478,0.476,0.478,0.476,0,56.487
14.54,0,0.86,0.538,0.536,0.538,0.536,0,56.487
14.54,0,1,0.608,0.605,0.608,0.605,0,56.487
14.55,0,0,0.118,0.116,0.118,0.116,0,56.48
14.55,0,0.12,0.178,0.176,0.178,0.176,0,56.48
14.55,0,0.25,0.238,0.236,0.238,0.236,0,56.48
14.55,0,0.37,0.298,0.296,0.298,0.296,0,56.48
14.55,0,0.49,0.358,0.356,0.358,0.356,0,56.48
14.55,0,0.61,0.418,0.416,0.418,0.416,0,56.48
14.55,0,0.74,0.478,0.476,0.478,0.476,0,56.48
14.55,0,0.86,0.538,0.536,0.538,0.536,0,56.48
14.55,0,1,0.608,0.605,0.608,0.605,0,56.48
14.56,0,0,0.118,0.116,0.118,0.116,0,56.473
14.56,0,0.12,0.178,0.176,0.178,0.176,0,56.473
14.56,0,0.25,0.238,0.236,0.238,0.236,0,56.473
14.56,0,0.37,0.298,0.296,0.298,0.296,0,56.473
14.56,0,0.49,0.358,0.356,0.358,0.356,0,56.473
14.56,0,0.61,0.418,0.416,0.418,0.416,0,56.473
14.56,0,0.74,0.478,0.476,0.478,0.476,0,56.473
14.56,0,0.86,0.538,0.536,0.538,0.536,0,56.473
14.56,0,1,0.608,0.605,0.608,0.605,0,56.473
14.57,0,0,0.118,0.116,0.118,0.116,0,56.466
14.57,0,0.12,0.178,0.176,0.178,0.176,0,56.466
14.57,0,0.25,0.238,0.236,0.238,0.236,0,56.466
14.57,0,0.37,0.298,0.296,0.298,0.296,0,56.466
14.57,0,0.49,0.358,0.356,0.358,0.356,0,56.466
14.57,0,0.61,0.418,0.416,0.418,0.416,0,56.466
14.57,0,0.74,0.478,0.476,0.478,0.476,0,56.466
14.57,0,0.86,0.538,0.535,0.538,0.535,0,56.466
14.57,0,1,0.608,0.605,0.608,0.605,0,56.466
14.58,0,0,0.118,0.116,0.118,0.116,0,56.458
14.58,0,0.12,0.178,0.176,0.178,0.176,0,56.458
14.58,0,0.25,0.238,0.236,0.238,0.236,0,56.458
14.58,0,0.37,0.298,0.296,0.298,0.296,0,56.458
14.58,0,0.49,0.358,0.356,0.358,0.356,0,56.458
14.58,0,0.61,0.418,0.416,0.418,0.416,0,56.458
14.58,0,0.74,0.478,0.475,0.478,0.475,0,56.458
14.58,0,0.86,0.538,0.535,0.538,0.535,0,56.458
14.58,0,1,0.608,0.605,0.608,0.605,0,56.458
14.59,0,0,0.118,0.116,0.118,0.116,0,56.451
14.59,0,0.12,0.178,0.176,0.178,0.176,0,56.451
14.59,0,0.25,0.238,0.236,0.238,0.236,0,56.451
14.59,0,0.37,0.298,0.296,0.298,0.296,0,56.451
14.59,0,0.49,0.358,0.356,0.358,0.356,0,56.451
14.59,0,0.61,0.418,0.415,0.418,0.415,0,56.451
14.59,0,0.74,0.478,0.475,0.478,0.475,0,56.451
14.59,0,0.86,0.538,0.535,0.538,0.535,0,56.451
14.59,0,1,0.608,0.605,0.608,0.605,0,56.451
14.6,0,0,0.118,0.116,0.118,0.116,0,56.444
14.6,0,0.12,0.178,0.176,0.178,0.176,0,56.444
14.6,0,0.25,0.238,0.236,0.238,0.236,0,56.444
14.6,0,0.37,0.298,0.296,0.298,0.296,0,56.444
14.6,0,0.49,0.358,0.356,0.358,0.356,0,56.444
14.6,0,0.61,0.418,0.415,0.418,0.415,0,56.444
14.6,0,0.74,0.478,0.475,0.478,0.475,0,56.444
14.6,0,0.86,0.538,0.535,0.538,0.535,0,56.444
14.6,0,1,0.608,0.605,0.608,0.605,0,56.444
14.61,0,0,0.118,0.116,0.118,0.116,0,56.437
14.61,0,0.12,0.178,0.176,0.178,0.176,0,56.437
14.61,0,0.25,0.238,0.236,0.238,0.236,0,56.437
14.61,0,0.37,0.298,0.296,0.298,0.296,0,56.437
14.61,0,0.49,0.358,0.355,0.358,0.355,0,56.437
14.61,0,0.61,0.418,0.415,0.418,0.415,0,56.437
14.61,0,0.74,0.478,0.475,0.478,0.475,0,56.437
14.61,0,0.86,0.538,0.535,0.538,0.535,0,56.437
14.61,0,1,0.608,0.605,0.608,0.605,0,56.437
14.62,0,0,0.118,0.116,0.118,0.116,0,56.43
14.62,0,0.12,0.178,0.176,0.178,0.176,0,56.43
14.62,0,0.25,0.238,0.236,0.238,0.236,0,56.43
14.62,0,0.37,0.298,0.295,0.298,0.295,0,56.43
14.62,0,0.49,0.358,0.355,0.358,0.355,0,56.43
14.62,0,0.61,0.418,0.415,0.418,0.415,0,56.43
14.62,0,0.74,0.478,0.475,0.478,0.475,0,56.43
14.62,0,0.86,0.538,0.535,0.538,0.535,0,56.43
14.62,0,1,0.608,0.605,0.608,0.605,0,56.43
14.63,0,0,0.118,0.116,0.118,0.116,0,56.423
14.63,0,0.12,0.178,0.176,0.178,0.176,0,56.423
14.63,0,0.25,0.238,0.235,0.238,0.235,0,56.423
14.63,0,0.37,0.298,0.295,0.298,0.295,0,56.423
14.63,0,0.49,0.358,0.355,0.358,0.355,0,56.423
14.63,0,0.61,0.418,0.415,0.418,0.415,0,56.423
14.63,0,0.74,0.478,0.475,0.478,0.475,0,56.423
14.63,0,0.86,0.538,0.535,0.538,0.535,0,56.423
14.63,0,1,0.608,0.605,0.608,0.605,0,56.423
14.64,0,0,0.118,0.116,0.118,0.116,0,56.416
14.64,0,0.12,0.178,0.175,0.178,0.175,0,56.416
14.64,0,0.25,0.238,0.235,0.238,0.235,0,56.416
14.64,0,0.37,0.298,0.295,0.298,0.295,0,56.416
14.64,0,0.49,0.358,0.355,0.358,0.355,0,56.416
14.64,0,0.61,0.418,0.415,0.418,0.415,0,56.416
14.64,0,0.74,0.478,0.475,0.478,0.475,0,56.416
14.64,0,0.86,0.538,0.535,0.538,0.535,0,56.416
14.64,0,1,0.608,0.605,0.608,0.605,0,56.416
14.65,0,0,0.118,0.115,0.118,0.115,0,56.41
14.65,0,0.12,0.178,0.175,0.178,0.175,0,56.41
14.65,0,0.25,0.238,0.235,0.238,0.235,0,56.41
14.65,0,0.37,0.298,0.295,0.298,0.295,0,56.41
14.65,0,0.49,0.358,0.355,0.358,0.355,0,56.41
14.65,0,0.61,0.418,0.415,0.418,0.415,0,56.41
14.65,0,0.74,0.478,0.475,0.478,0.475,0,56.41
14.65,0,0.86,0.538,0.535,0.538,0.535,0,56.41
14.65,0,1,0.608,0.605,0.608,0.605,0,56.41
14.66,0,0,0.118,0.115,0.118,0.115,0,56.403
14.66,0,0.12,0.178,0.175,0.178,0.175,0,56.403
14.66,0,0.25,0.238,0.235,0.238,0.235,0,56.403
14.66,0,0.37,0.298,0.295,0.298,0.295,0,56.403
14.66,0,0.49,0.358,0.355,0.358,0.355,0,56.403
14.66,0,0.61,0.418,0.415,0.418,0.415,0,56.403
14.66,0,0.74,0.478,0.475,0.478,0.475,0,56.403
14.66,0,0.86,0.538,0.535,0.538,0.535,0,56.403
14.66,0,1,0.608,0.605,0.608,0.605,0,56.403
14.67,0,0,0.118,0.115,0.118,0.115,0,56.396
14.67,0,0.12,0.178,0.175,0.178,0.175,0,56.396
14.67,0,0.25,0.238,0.235,0.238,0.235,0,56.396
14.67,0,0.37,0.298,0.295,0.298,0.295,0,56.396
14.67,0,0.49,0.358,0.355,0.358,0.355,0,56.396
14.67,0,0.61,0.418,0.415,0.418,0.415,0,56.396
14.67,0,0.74,0.478,0.475,0.478,0.475,0,56.396
14.67,0,0.86,0.538,0.535,0.538,0.535,0,56.396
14.67,0,1,0.608,0.605,0.608,0.605,0,56.396
14.68,0,0,0.118,0.115,0.118,0.115,0,56.389
14.68,0,0.12,0.178,0.175,0.178,0.175,0,56.389
14.68,0,0.25,0.238,0.235,0.238,0.235,0,56.389
14.68,0,0.37,0.298,0.295,0.298,0.295,0,56.389
14.68,0,0.49,0.358,0.355,0.358,0.355,0,56.389
14.68,0,0.61,0.418,0.415,0.418,0.415,0,56.389
14.68,0,0.74,0.478,0.475,0.478,0.475,0,56.389
14.68,0,0.86,0.538,0.535,0.538,0.535,0,56.389
14.68,0,1,0.608,0.605,0.608,0.605,0,56.389
14.69,0,0,0.118,0.115,0.118,0.115,0,56.382
14.69,0,0.12,0.178,0.175,0.178,0.175,0,56.382
14.69,0,0.25,0.238,0.235,0.238,0.235,0,56.382
14.69,0,0.37,0.298,0.295,0.298,0.295,0,56.382
14.69,0,0.49,0.358,0.355,0.358,0.355,0,56.382
14.69,0,0.61,0.418,0.415,0.418,0.415,0,56.382
14.69,0,0.74,0.478,0.475,0.478,0.475,0,56.382
14.69,0,0.86,0.538,0.535,0.538,0.535,0,56.382
14.69,0,1,0.608,0.605,0.608,0.605,0,56.382
14.7,0,0,0.118,0.115,0.118,0.115,0,56.375
14.7,0,0.12,0.178,0.175,0.178,0.175,0,56.375
14.7,0,0.25,0.238,0.235,0.238,0.235,0,56.375
14.7,0,0.37,0.298,0.295,0.298,0.295,0,56.375
14.7,0,0.49,0.358,0.355,0.358,0.355,0,56.375
14.7,0,0.61,0.418,0.415,0.418,0.415,0,56.375
14.7,0,0.74,0.478,0.475,0.478,0.475,0,56.375
14.7,0,0.86,0.538,0.535,0.538,0.535,0,56.375
14.7,0,1,0.608,0.605,0.608,0.605,0,56.375
14.71,0,0,0.118,0.115,0.118,0.115,0,56.368
14.71,0,0.12,0.178,0.175,0.178,0.175,0,56.368
14.71,0,0.25,0.238,0.235,0.238,0.235,0,56.368
14.71,0,0.37,0.298,0.295,0.298,0.295,0,56.368
14.71,0,0.49,0.358,0.355,0.358,0.355,0,56.368
14.71,0,0.61,0.418,0.415,0.418,0.415,0,56.368
14.71,0,0.74,0.478,0.475,0.478,0.475,0,56.368
14.71,0,0.86,0.538,0.535,0.538,0.535,0,56.368
14.71,0,1,0.608,0.605,0.608,0.605,0,56.368
14.72,0,0,0.118,0.115,0.118,0.115,0,56.361
14.72,0,0.12,0.178,0.175,0.178,0.175,0,56.361
14.72,0,0.25,0.238,0.235,0.238,0.235,0,56.361
14.72,0,0.37,0.298,0.295,0.298,0.295,0,56.361
14.72,0,0.49,0.358,0.355,0.358,0.355,0,56.361
14.72,0,0.61,0.418,0.415,0.418,0.415,0,56.361
14.72,0,0.74,0.478,0.475,0.478,0.475,0,56.361
14.72,0,0.86,0.538,0.535,0.538,0.535,0,56.361
14.72,0,1,0.608,0.605,0.608,0.605,0,56.361
14.73,0,0,0.118,0.115,0.118,0.115,0,56.354
14.73,0,0.12,0.178,0.175,0.178,0.175,0,56.354
14.73,0,0.25,0.238,0.235,0.238,0.235,0,56.354
14.73,0,0.37,0.298,0.295,0.298,0.295,0,56.354
14.73,0,0.49,0.358,0.355,0.358,0.355,0,56.354
14.73,0,0.61,0.418,0.415,0.418,0.415,0,56.354
14.73,0,0.74,0.478,0.475,0.478,0.475,0,56.354
14.73,0,0.86,0.538,0.535,0.538,0.535,0,56.354
14.73,0,1,0.608,0.605,0.608,0.605,0,56.354
14.74,0,0,0.118,0.115,0.118,0.115,0,56.347
14.74,0,0.12,0.178,0.175,0.178,0.175,0,56.347
14.74,0,0.25,0.238,0.235,0.238,0.235,0,56.347
14.74,0,0.37,0.298,0.295,0.298,0.295,0,56.347
14.74,0,0.49,0.358,0.355,0.358,0.355,0,56.347
14.74,0,0.61,0.418,0.415,0.418,0.415,0,56.347
14.74,0,0.74,0.478,0.475,0.478,0.475,0,56.347
14.74,0,0.86,0.538,0.535,0.538,0.535,0,56.347
14.74,0,1,0.608,0.605,0.608,0.605,0,56.347
14.75,0,0,0.118,0.115,0.118,0.115,0,56.34
14.75,0,0.12,0.178,0.175,0.178,0.175,0,56.34
14.75,0,0.25,0.238,0.235,0.238,0.235,0,56.34
14.75,0,0.37,0.298,0.295,0.298,0.295,0,56.34
14.75,0,0.49,0.358,0.355,0.358,0.355,0,56.34
14.75,0,0.61,0.418,0.415,0.418,0.415,0,56.34
14.75,0,0.74,0.478,0.475,0.478,0.475,0,56.34
14.75,0,0.86,0.538,0.535,0.538,0.535,0,56.34
14.75,0,1,0.608,0.605,0.608,0.605,0,56.34
14.76,0,0,0.118,0.115,0.118,0.115,0,56.333
14.76,0,0.12,0.178,0.175,0.178,0.175,0,56.333
14.76,0,0.25,0.238,0.235,0.238,0.235,0,56.333
